review_text,label,date,app_version
"frame foto tidak bisa"" padahal sudah jelas sekali percuma bikin aplikasi ikd frame aja susah aplikasi ini benar"" tidak mengerti dan tidak jelas dengan aplikasi ikd login aja berkali frame tidak bisa sampai pegel leher dan tangan..percuma aplikasi sampah",0,2025-04-08 10:14:50,
Mantap akhirnya bisa buat ktp,1,2025-04-08 10:08:36,2.0.1
"daftar antrian ambil ktp online penuh terus, aplikasi eror, daftar ini susah. sedangkan mau apa2 harus ada ktp😑",0,2025-04-08 09:32:25,1.2.2
"keren broo... ga sampai 3 menit ngajuin KTP digital,langsung jadii",1,2025-04-08 09:29:15,2.0.1
anggaran pasti besar . masa aplikasi seperti ini cuma gaya aja,0,2025-04-08 09:02:00,2.0.1
lumayan,1,2025-04-08 08:42:26,
saya sudah unduh nih ternyata ga bagus y,0,2025-04-08 07:52:53,
terimakasih atas pelayanan.. sarangheyo...,0,2025-04-08 06:21:27,2.0.1
ribet Cok cok,0,2025-04-08 05:27:13,2.0.1
"apk apaan..? di isi nik, alamat dan email komplit tetep GK bisa.... hadeuhhh",0,2025-04-08 00:37:26,2.0.1
Apk Cacat mau daftarpun sulit perbaiki dl apknya baru di sebarkan,0,2025-04-08 00:29:27,2.0.1
Nyuruh orang ganti digital. Tapi aplikasi ga bisa digunakan,0,2025-04-08 00:15:31,2.0.1
bagus..membantu,0,2025-04-07 23:03:18,
"aplikasi kocak ,apa gunanya buat e ktp ,kalo ngga bisa nampilin bentuk KTP nya buat di foto ,.. kocak lu",0,2025-04-07 21:02:20,
apk nggak jelas masa daftar aja nggak bisa,0,2025-04-07 20:52:59,2.0.1
"nggak usah sok sok an pake aplikasi, ini ngga ada gunanya sama sekali, masa screenshot KTP tidak diijinkan, trus fungsinya aplikasi ini buat apa, satu lagi, trigger wajah nya gak berfungsi dengan baik",0,2025-04-07 19:06:04,2.0.1
saya pertama medaptar kode pin nomer pas saya ganti hape baru terus kode pin nomer ya saya ganti pake pin sidik jari ko malah saya masuk gak bisa masuk jir ribet amat,0,2025-04-07 19:05:15,2.0.1
"aplikasi nya gak berguna sama sekali, fitur nya banyak yang gak berfungsi dengan baik",0,2025-04-07 17:24:42,2.0.1
GK bisa verifikasi muka,0,2025-04-07 15:59:20,2.0.1
ok,1,2025-04-07 15:15:04,
"setelah logout, sulit login ke aplikasi nya (tidak bisa verifikasi kamera), mohon segera di perbaiki sistem nya!",0,2025-04-07 13:52:27,2.0.1
Aplikasi tidak berguna payahh ga ada fungsi nya,0,2025-04-07 13:27:02,2.0.1
jempol,1,2025-04-07 13:04:36,2.0.1
aplikasi gajelas,0,2025-04-07 13:04:09,2.0.1
kecewa,0,2025-04-07 12:21:40,2.0.1
pelayan buat akte lewat aplikasi iji dari bulan 12 2024 Belum di buat ...sampai sekarang 07-04-2025 @capil Gowa,0,2025-04-07 12:01:22,2.0.1
kenapa gabisa verifikasi wajah,0,2025-04-07 10:28:51,2.0.1
sangat membantu masyarakat dalam pengurusan kependudukan..,1,2025-04-07 08:46:10,2.0.1
"Sudah ngurus ke pegawai Duckcapil di kantor desa. Bikin akun dan passkey. Sekarang stuck, gak bisa login.",0,2025-04-06 23:31:43,2.0.1
padahal baru bbrp wkt lalu masang eh pas buka udh ga bisa gmn deh ini aplikasi,0,2025-04-06 22:45:53,2.0.1
"ini masukin data lagi kah ribet ya, masa tetiba ilang semua pdhl udh terdaftar",0,2025-04-06 22:19:07,2.0.1
"anggaran sampe miliaran cuma bikin aplikasi cacat ke gini , App nya masih cacat, pertama instal harus terua daftar gak ada opsi log in, server sering down gak jelas",0,2025-04-06 21:57:42,1.2.2
"masa dah punya akun,harus ngulang lg dari awal karena jarang di buka,,terus gunanya kata sandi buat apa",0,2025-04-06 19:25:18,2.0.1
kasih bintang dua,0,2025-04-06 18:14:16,2.0.1
buka aplikasi data tidak ditemukan.. suruh daftar ulang.. wah gimana ini.. capek lah..,0,2025-04-06 16:15:47,2.0.1
"aplikasi gak jelas,,kode pin verifikasi salah terus,,padahal belum pernah daftar",0,2025-04-06 15:51:27,
aplikasi online tapi daftarnya harus offline gk jelas bukan mudah malah tambah ribet,0,2025-04-06 14:41:05,2.0.1
"banyak eror, saay udh masukin pin dengan benar tapi ttp salah, developer janagn males² an geh buat yang bner, ini kan aplikasi pemerintah an masa kualitasnya Mengecewakan Mengecewakan selamat Indonesia emas",0,2025-04-06 14:13:38,
jujur ae ane bingung ni aplikasi sebenarnya buat apa,0,2025-04-06 13:53:48,2.0.1
semenjak ada aplikasi identitas kependudukan lebih nyaman dan praktis,1,2025-04-06 13:11:51,
Diperbaharui malah susah buat login pas selfie,0,2025-04-06 12:42:10,2.0.1
kenapa aplikasi pemerintah busuk busuk gini ya,0,2025-04-06 11:01:39,2.0.1
aplikasinya nggk memuasakan wajah udah d posisisan tetep nggk bisa,0,2025-04-06 10:52:15,2.0.1
"Kacau, habis update malah logout harus ke kantor kecamatan lagi",0,2025-04-06 10:34:59,
Aplikasi gak jelas,0,2025-04-06 09:04:50,2.0.1
"setelah update makin error. pdhal dulu uda daftar dan bisa login, eh sekarang mau login ga bisa. tlg bagian IT teknisix benerin. soalx kita masyarakat butuh aplikasi seperti ini. tp nyatanya aplikasi masih error dan tidak ada penanganan oleh pihak terkait dalam hal ini pemerintah",0,2025-04-06 08:44:43,2.0.1
aplikasi crash saat verifikasi wajah dalam proses login,0,2025-04-06 07:27:05,2.0.1
"aplikasi buat gov emang byk yg busuk yh?,ak dah pernah bikin akun sejak 2023, giliran di 2025 mau ngecek ktp digital malah akun hilang...disuruh bikin akun lagi secara offline ke capil ..gimana sih..",0,2025-04-06 04:37:16,2.0.1
saya Uda daftar berkali-kali tapi tidak bisa login gmn coba,0,2025-04-06 00:31:01,2.0.1
aplikasi gak guna.. padahal aplikasi pemerintah,0,2025-04-06 00:23:59,2.0.1
"kemaren data di KTP dan kartu keluarga itu salah, apakah bisa diperbaiki lagi?",1,2025-04-05 22:47:45,2.0.1
Aplikasi yang bagus,1,2025-04-05 21:17:17,2.0.1
tak berfungsi tak bisa loading,0,2025-04-05 20:47:13,2.0.1
mentok di fotooo aplikasi aappan ini,0,2025-04-05 20:11:22,2.0.1
sangat bermanfaat bagi masyarakat ❤❤,1,2025-04-05 19:02:14,
"Apalah ni aplikasi , ga di update ga bisa dibuka, pas di update juga ga bisa dibuka,ga jelas amat ga memudahkan malah bikin ribet.",0,2025-04-05 19:01:32,2.0.1
"Sudah bagus tapi mau login dengan akun terdaftar kok harus isi""data lagi",1,2025-04-05 18:59:28,2.0.1
"gk jelas nih apk. padahal pin gk pernah ku ubah, tapi tetap salah",0,2025-04-05 18:53:08,
"ini aku udah masuk ke apk nya, tpi kok ""ganti perangkat"" berhasil. berarti ada dong perangkat lainnya yang udah log in.",0,2025-04-05 14:23:29,2.0.1
bila terjadi lupa pin untuk masuk bagaimana ya mohon info ?,0,2025-04-05 13:18:11,
di perbarui malah g jelas aplikasi pemerintah kok ruwet tambah g bisa di buka..,0,2025-04-05 12:43:34,2.0.1
"aplikasi gak mutu, sudah pernah daftar dan login kok pas dibuka lagi jadi gak bisa login dan diminta daftar ulang.. bikin aplikasi utamakan fungsi konsisten bukan gaya gayaan",0,2025-04-05 11:21:08,2.0.1
"buat apk yg bener lah, atau cuman mau ambil data orang² habis tu ngilang?",0,2025-04-05 11:05:16,2.0.1
mantap,1,2025-04-05 10:47:47,2.0.1
"aplikasinya pemerintah cacat semua, kalah sama aplikasi perbankan swasta",0,2025-04-05 09:39:35,2.0.1
Swafoto susah betull.aplikasi g jelas,0,2025-04-05 08:06:27,2.0.1
apk tiba2 terblokir dan tidak bisa login...sandi yg saya masukkan benar tp ttp tdk bisa..,0,2025-04-05 05:01:56,2.0.1
aplikasi nya ga jelas nh udah pernah daftar di update malah ga bisa login id tidak di temukan payah nh apk nya,0,2025-04-04 22:36:57,
gimana ini min upgrade aplikasi kok malah g bisa di gunakan ya... mohon solusi,0,2025-04-04 22:36:24,2.0.1
"ko data tidak di temukan,malah harus registrasi lagi mau log in ke akunnya suruh foto+scan qr, scan qr ke disdukcapil lagi????? aplikasi di perbarui data malah ilang payahhh",0,2025-04-04 22:03:14,
"tidak bisa login.. tiap ambil foto selfie, aplikasinya gk jalan, padahal sudah dipencet tombol ambil foto..",0,2025-04-04 21:40:33,2.0.1
"udh lama pke apk ini. pas mau masuk ke log out, mau login data tidak ditemukan, aneh ini apk",0,2025-04-04 21:00:58,2.0.1
bikin apk yang bener,0,2025-04-04 19:20:39,
gak jelas jing,0,2025-04-04 17:48:05,2.0.1
"aplikasi nya tambah keren, Pengurusan Di dukcapil Kab. Ngawi sangat cepat , semua informasi dan pelayanan tentang catatan sipil bisa di akses tanpa harus bolak balik ke kantor catatan sipil.",1,2025-04-04 17:47:49,2.0.1
"masa Sekelas Aplikasi Pemerintah Kaya Gini, Ga berguna , Cacad, Mending Hapus aja dari Playstore",1,2025-04-04 17:18:10,
"lama banget loading apanya, gak bermutu maksa bikin apk gaguna",0,2025-04-04 15:45:33,1.2.2
aplikasi ribet tidak mempermudah masyarakat dalam kepengurusan KTP/KK,0,2025-04-04 15:21:35,
jaya terus,1,2025-04-04 11:38:53,2.0.1
bosok bgt apl bkn KTP di persulit.,0,2025-04-04 10:08:03,2.0.1
"bknnya memudahkan malah jadi rumit loginnya ajah udh field data terus blm login ulang harus isi biodata kembali, ini gimana sih? harusnya sblm diresmikan app nya harus di update baik2 dlu deh sampai layak digunakan.",0,2025-04-04 07:33:04,2.0.1
aplikasi susah digunakan tidak efisien dan uda instal dan buka tapi malah diblokir🤣,0,2025-04-04 06:49:28,2.0.1
aplokasi KNTL,0,2025-04-04 06:49:09,
aplikasi tidak rekomendasi untuk orang yang bekerja di luar domisili harus scan qr,0,2025-04-04 02:10:30,2.0.1
ku kira berguna. ternyata kaga,0,2025-04-03 23:47:37,2.0.1
"ini setelah update kok malah kelogout ya? anda diarahkan ke registrasi lagi, mana ribet registrasi nya harus sama orang Disdukcapil dulu kan? kalo udah punya akun, tinggal login katanya.. lah ini pin yang dimaksud pin apa ya? verifikasi pin apa? ini bagaimana e-KTP saya?",0,2025-04-03 21:07:12,2.0.1
GAK Jelas,0,2025-04-03 17:16:14,2.0.1
sumpah capek daftar ulang Mulu udah pernah aktif kok tiba2 hrs masukin data2 dll lagi gimana inih masa setiap mau ngecek PGN cek KTP hrs kyk daftar ulang masukin nik dll lagi capek bgt,0,2025-04-03 16:49:58,2.0.1
aman,1,2025-04-03 14:37:41,
Bad!!,0,2025-04-03 12:46:54,2.0.1
"Masa disuruh login terus, setiap masuk aplikasi",0,2025-04-03 09:34:26,2.0.1
anggaran besar kualitas ampas,0,2025-04-03 09:15:27,
aplikasi jelek ga fungsi ribet pakenya,0,2025-04-03 08:19:51,
apik banget app nya saya tapi gowes outdoor selalu pakai ini dan mudah digunakan gak ribet iklan...go a head 🚴🚴,1,2025-04-03 08:02:36,2.0.1
ok,1,2025-04-03 06:19:16,2.0.1
"aplikasi gak jelass,,gini amat kinerja pemerintah",0,2025-04-02 21:55:22,2.0.1
sangat bermanfaat,1,2025-04-02 21:22:09,2.0.1
aplikasi gak jelas. sudah daftar kenapa harus daftar lagi? mana prosesnya lama lagi. kalau saja perlu tiba² harus daftar ulang lagi tunggu proses lama lagi. kenapa harus begitu? mohon untuk di perhatikan karena ini sangat merepotkan,0,2025-04-02 19:36:59,2.0.1
"aplikasi tolol , gak ada yang becus pemerintah bikin aplikasi",0,2025-04-02 18:28:24,2.0.1
cepat aman,1,2025-04-02 17:18:51,2.0.1
sudah pernah daftar suruh daftar lagu,0,2025-04-02 13:28:00,
membantu,1,2025-04-02 12:36:32,2.0.1
g guna bgt apk ni,0,2025-04-02 12:11:14,2.0.1
"Aplikasi apaan ini... tiba2 log-out dan pas mau log-in lagi, ternyata data² terblokir dan harus ke register ulang ke kantor walikota. buang² waktu aja",0,2025-04-02 08:31:45,2.0.1
sangat ribet buruk tidak berguna,0,2025-04-02 07:46:27,
sudah pernah daftar tp suruh daftar lagi.pas mau foto gak bisa di gunakan.anggaran proyek kurang atau gimana ini.,0,2025-04-02 07:23:25,2.0.1
sangat membantu,1,2025-04-02 06:34:56,2.0.1
bagus tapi sering loading,1,2025-04-01 21:48:45,2.0.1
"Setelah di update aplikasi menjadi tidak layak digunakan (cacat), memposisikan wajah di kamera sudah masuk frame tapi tetap tidak terdeteksi",0,2025-04-01 21:05:22,2.0.1
gw lg buru2.pas mau buka..g bisa.gw update malah kgk bisa...gi mna ini......aduhhhhj,0,2025-04-01 20:26:16,2.0.1
aplikasi gak jelas dah punya akun malah setiap buka harus scan wajah mulu,0,2025-04-01 15:56:12,
aplikasi mmk gk bisa buat selfie,0,2025-04-01 13:35:05,2.0.1
kok nggak bisa foto,0,2025-04-01 13:25:06,2.0.1
yang sangat luar baisa,1,2025-04-01 11:52:05,2.0.1
buat aplikasi yang niat dikit. tampilan ui nya kureng banget. banyak banget kekurangannya.,0,2025-04-01 11:25:30,2.0.1
knp setelah update gak bisa buka kembali?,0,2025-04-01 11:00:51,
Kenapa saat membuka menu pelayanan pasti loading terus? Ini bukan masalah jaringan tapi aplikasinya yang bermasalah,0,2025-04-01 10:43:47,
tiba2 tidak bisa do buka,0,2025-04-01 10:30:56,2.0.1
uang dana dikorupsi terus kapan ini aplikasi mau maju,0,2025-04-01 02:52:09,
aplikasi ngak jelas habis upgrade jadi ngak bisa log in lagi,0,2025-04-01 00:30:31,2.0.1
Aplikasi dari pemerintah selalu jadi sampah,0,2025-03-31 21:14:03,1.2.2
kenapa sekarang apk identitas kependudukan jadi rumit login nya🙏🙏🙏,1,2025-03-31 21:12:17,2.0.1
Min apakah bisa buat akte kelahiran anak lewat aplikasi ini ??,1,2025-03-31 17:18:05,
ok,1,2025-03-31 16:54:17,1.2.2
sangat buruk,0,2025-03-31 10:09:20,
Ok mantab,1,2025-03-31 05:29:38,1.2.2
"astagaa udah daftar tapi malah disuruh daftar lagi, dan waktu saya coba cari akunnya, dari datanya sudah sama tapi akun tidak ditemukan, pliss lahhh yang bener ajaa dongg gilaaa, ngasih bintang 1 aja ga iklas, pengennya ga ta kasi bintang 👎🏼",0,2025-03-31 03:41:28,2.0.1
akun ku gabisa dibuka². tulisanya password salah terus verivikasinya. pdhl uda benar password verivikasinya. hello knpa dgn IKD ini ya.. knpa aku gabisa masuk akun nya.,0,2025-03-31 01:03:07,2.0.1
aplikasi ga jelas saya udah daptar giliran mau login ga bisa login,0,2025-03-30 22:06:35,2.0.1
sangat merepotkan,0,2025-03-30 21:26:23,2.0.1
gak jelas,0,2025-03-30 20:37:00,2.0.1
Saya sudah punya akun tapi ketika update malah error. Instal ulang diminta daftar lagi. Pas foto stuck nggak bisa diapa-apain.,0,2025-03-30 18:12:47,2.0.1
top,1,2025-03-30 17:13:03,2.0.1
"IKD APLIKASI TIDAK BERKUALITAS REKAM FOTO TIDAK BERFUNGSI KU COBA DI TANGGAL 30 maret 2025,kualitas tidak seperti aplikasi Keuangan aplikasi IKD jelek",0,2025-03-30 17:11:16,2.0.1
kacau ini aplikasi udah pernah daftar tapi balik lagi suruh daftar,0,2025-03-30 12:24:07,2.0.1
apk sampah di upgrade malah jadi gak kebuka,0,2025-03-30 12:02:38,2.0.1
"aplikasi sekelas pemerintah masih mending aplikasi game tahu bulat,,, apk macam apa ini,,, ngabisin anggaran gede hasil nya naudzubillah",0,2025-03-30 10:05:23,
aplikasi ta1k,0,2025-03-30 09:19:15,2.0.1
Aplikasi ra jelas Giliran mau buka minta ijin akses data trus trouble meneh,0,2025-03-30 06:33:44,
"masa sih negara kita bikin aplikasi ykak gini, mau selfi aja gak bisa.. apasih yg mereka utamakan sebenarnta ???",0,2025-03-30 05:36:40,2.0.1
aplikasi apaan ini masa tulisan nya offline gak bisa di konfirmasi,0,2025-03-30 03:14:49,2.0.1
"aplikasnya mending gk usah dibikin,gk guna juga kalau kita harus ke dukcapil. seharusnya bikin aplikasi buat masyarakat biar mudah prosesnya biar gak jauh jauh ke kabupaten lagi, kalo disuruh ke dukcapil lagi buat apa aplikasi ini dibikin👎",0,2025-03-30 02:07:31,2.0.1
Saran Perbarui UI/UX Pada Aplikasi Ini Agar Lebih Simpel Dan Juga Keren Agar Mudah Digunakan,1,2025-03-29 23:50:17,
akses ribet,0,2025-03-29 20:15:46,2.0.1
Sediakah permohonan untuk cetak akte kelahiran,1,2025-03-29 19:35:44,2.0.1
lumayan bisa cetak dokumen,1,2025-03-29 15:39:30,
sya ksih bintang 1 kamera bersih jaringan bagus malah GK bisa masuk,0,2025-03-29 13:56:44,
malah ga bisa di download kartu keluarga di aplikasih buat apa di bikin aplikasih😅,0,2025-03-29 12:19:00,
"udh pernah didaftarin di kelurahan, tp pas update gak bisa buka lagi, malah disuru registrasi. ANEH. ngabisin anggaran doang 🫣",0,2025-03-29 10:49:54,
mau daftar tapi prosesnya ribet. Data sudah sesuai dengan e-ktp harusnya semua data sudah sinkron dengan semua data di database. tapi nyatanya harus foto sama petugas pula. terus gunanya layanan online apa? kalau harus tetap tatap muka sama petugas? heran deh,0,2025-03-29 10:12:48,
Setelah di update kenapa logout dan mau login kok data saya tidak ditemukan? masa harus ke kantor dukcapil lagi? mempersulit sekali kalian,0,2025-03-28 22:32:54,2.0.1
udah daftar berhasil. udah jadi.. ee di lain hari di buka.. kok gak bisa harus daftar ulang.. sampai selfi 100 kali.. sama aja.. gimana ini.. apa masalah nya.. coba jelasin.. biar gak.. sibuk selfi terus..,0,2025-03-28 20:30:23,2.0.1
good,1,2025-03-28 19:58:01,
"maksudnya apa coba setelah upgrade data tidak ditemukan dan diminta registrasi lagi? abal"" nih aplikasi 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",0,2025-03-28 18:27:43,2.0.1
setiap masuk pasti data tidak di temukan. dan harus mendaftar ulang.,0,2025-03-28 13:31:21,2.0.1
"upgrade bukanya tambah bagus malah datanya pada gaada,padahal sengaja ngga bawa data² keperantauan karena disini tinggal cetak malah kosong kacauu...",0,2025-03-28 13:23:28,2.0.1
ada yang tahu kah cara menampilkan KTP elektronik anggota keluarga yang lain? soalnya semenjak update yang bisa di lihat hanya kepala keluarga saja.,0,2025-03-28 12:25:21,2.0.1
"Pada umumnya, aplikasi pemerintah jadi ajang bagi"" kue,..dan akhirnya uninstall",0,2025-03-28 12:17:09,2.0.1
"mohon solusi untuk pelayanan tidak bisa di buka, terimakasih.",0,2025-03-28 09:22:21,2.0.1
mantap bisa terbantu dengan mudah apk nya,1,2025-03-28 03:34:42,2.0.1
aplikasi semakin tidak jelas,0,2025-03-27 23:14:51,
tidak bisa bahaya bisa kebobol di pakek orang lain yang kita tidak inginkan menurut saya kurang aman,0,2025-03-27 22:10:17,
lumayan bgus lah,1,2025-03-27 19:21:14,2.0.1
tiap masuk harus log in...log in juga susah.. malah harus daftar ulang lagi.,0,2025-03-27 19:17:19,2.0.1
kita disuruh buat pin padahal pin nya gak ada,0,2025-03-27 18:59:18,2.0.1
sering gangguan,1,2025-03-27 17:09:41,2.0.1
"ini aplikasi kadang logout sendiri,padahal sudah daftar .mau login malah suruh dagtar lagi",1,2025-03-27 12:21:31,2.0.1
aplikasi ga jelas kok ditaruh di play store,0,2025-03-27 12:16:48,2.0.1
ok bagus,1,2025-03-27 11:57:43,2.0.1
CUMA HABISIN UANG NEGARA AJA. APLIKASI INI TIDAK ADA PENGEMBANGAN SECARA SERIUS. SUDAH MEMILIKI AKUN SEBELUM NYA MALAH JADI TIDAK BISA DI GUNAKAN,0,2025-03-27 11:47:35,2.0.1
Parah ga bisa dibuka pas mnta foto ulang ga bisa. tolong perbaiki lagi dong ini aplikasi bukannya memudahkan malah menyusahkan.,0,2025-03-27 11:22:39,2.0.1
sunggu aplikasi yang tidak membantu 😁,0,2025-03-27 10:41:05,2.0.1
"di update malah tidak bisa downlod kk ktp, barcode tidak bisa discan",0,2025-03-27 10:39:26,2.0.1
sangat menyenangkan,1,2025-03-27 09:11:53,
"sudah punya akun sebelumnya,setelah diperbarui kenapa susah untuk loginnya. padahal yang versi lama lebih mudah malah yang terbaru menjadi susah",0,2025-03-27 08:42:46,2.0.1
tidak bisa loging,1,2025-03-27 08:10:44,2.0.1
"menyesal sudah update, datanya malah hilang!",0,2025-03-27 06:48:33,2.0.1
aplikasi ampas,0,2025-03-27 05:46:17,2.0.1
ini kan aplikasi d buat untuk pelayanan online ya? kalau daftarnya harus tatap muka offline ya apa bedanya kita urus data ke kantor pemerintah lngsung?,0,2025-03-26 21:21:47,
aplikasi apaan ini sering eror melulu🗿,0,2025-03-26 20:20:35,2.0.1
payah,0,2025-03-26 19:47:23,
this app useless and not benefical for us ! dissapointed,0,2025-03-26 19:11:37,2.0.1
"aplikasi cmn borosin kuota aja, gabisa di buka",0,2025-03-26 18:17:56,
"gimana ini verifikasi email tidak muncul, saya urgent nih",0,2025-03-26 17:25:25,2.0.1
bagus sekali,1,2025-03-26 17:21:37,2.0.1
mo ngapain minta akses galeri kocak,0,2025-03-26 16:46:32,2.0.1
kalo urusan rakyat ya di persulit dalam segi apapun aplikasi aja sampe di persulit,0,2025-03-26 15:50:13,2.0.1
"Setelah update aplikasi yang terbaru, saya tidak pernah berhasil membuka menu pelayanan, selalu loading dan tidak pernah terbuka.",0,2025-03-26 14:36:54,2.0.1
"sudah pernah daftar dan pinya akun giliran di update ga bisa masuk gara"" salah pin mohon diperbaiki",0,2025-03-26 13:54:13,2.0.1
Seperti biasa. Aplikasi pemerintahan itu ga ada yg bener apalagi berkualitas. Bisa dinilai juga dr rating dan komentar aplikasinya di google play ini. Ga ada pun pihak Developermu merespon komentar. Ini aplikasi yg bikin anak magang STM ya?,0,2025-03-26 13:36:35,2.0.1
lebih gampang menyimpan nya,1,2025-03-26 12:45:55,2.0.1
perbaiki lagi aplikasinya .mau buat akte . mau ngisi kolom . pilih bayi/biodata .di klik GK ada pilihan menunya GK bisa masukan Nik ny. GK bisa isi biodatanya,0,2025-03-26 12:11:42,
Aplikasi bobrokkk,0,2025-03-26 10:26:00,2.0.1
"aplikasi gak jelas,,stuck di swafoto tanpa ada informasi",0,2025-03-26 10:17:20,2.0.1
aplikasi ga jelas foto di ulang ulang terus ujungnya bermasalah,0,2025-03-26 09:58:21,2.0.1
"ga bisa daftar, stak di foto",0,2025-03-26 09:32:29,2.0.1
mantap jiwa,1,2025-03-26 09:23:40,
"jauh2 datang pagi ke capil pas dapet antian dah masuk loket di tolaka harus bawa ktp asli dulu ,saya dah ngorbanain pekerjaan sia sai",0,2025-03-26 07:10:02,2.0.1
good,1,2025-03-26 06:32:45,2.0.1
parah diupdate bukannya tmbah bagus malah tambah parah angel angel tolong di buat gampang loging bagi yang sudah punya akun min terima kasih,0,2025-03-26 06:30:45,2.0.1
"setelah update, jadi error , PIN salah terus 😁😁 developer amatiran 😅😅 sekelas pemerintahan yg habiskan dana milyaran/ mungkin trilyunan, koq bikin aplikasi kayak gini 🤣🤣 kayak sampah gak berguna",0,2025-03-26 05:20:39,
"yah seperti biasa.. cuman buat habisin aggaran.. gak berfungsi, gak berguna, ujung ujungnya d suruh temuin petugas juga",0,2025-03-26 04:57:35,2.0.1
mantap,1,2025-03-26 04:05:17,2.0.1
katrok,0,2025-03-26 04:05:09,2.0.1
masa abis update malah mnta login lagi....terus verifikasi wajahnya lama banget lagi hadeh,0,2025-03-26 03:01:02,2.0.1
good,1,2025-03-26 01:15:25,2.0.1
"lambat, minim fitur-fitur, ui jelek, belum bermanfaat secara langsung",0,2025-03-25 22:00:07,
"mau unduh dokumen kk sulit nya minta ampun, tidak ada tombol unduh atau screen shoot gak bisa, pengajuan pelayanan juga gak ditanggapi.",0,2025-03-25 21:59:17,2.0.1
sia sia leh ku antri nang baledesa. ra kanggo gawe.,0,2025-03-25 21:25:37,2.0.1
mempersulit rakyat,0,2025-03-25 19:50:44,2.0.1
"Setelah diupdate malah suruh registrasi ulang, benar2 menyuaahkan",0,2025-03-25 18:34:30,2.0.1
"waktu daftar tidak pakai PIN, tapi pas mau login harus masukin PIN. lha,,,mau bisa masuk gimana,orang sebelumnya ga pakai pin,alhasil ga bisa masuk2 karena tidak ada pin tapi harus masukin PIN 😇🤔😇🤔",0,2025-03-25 17:40:38,
aplikasi apan si ini g berfungsi,0,2025-03-25 17:32:49,2.0.1
"waktu dikecamatan sudah buat laporan ktp hilang , malah pihak kecamatan nyuruh download apk ikd , setalah download sudah login selang 1 minggu gabisa dibuka , tolong jangan memperumit identitas",0,2025-03-25 16:07:29,2.0.1
gak jelas,0,2025-03-25 15:16:06,2.0.1
jazakumullahu khairan,1,2025-03-25 14:39:14,2.0.1
"Katanya suruh isi data diri secara online, tetep aja ujung²nya disuruh datang ke kantor disdukcapil buat scan qr doang, wkwkwk",0,2025-03-25 14:08:24,2.0.1
ribet daftarnya,0,2025-03-25 13:52:45,2.0.1
sekedar pengalaman peibadi... untuk temen2 yg sudah terdaftar di aplikasi lama...trus upgrade...saat ngisi data ulang...tlong tulis nama saja...tdk pakai gelar... semoga bisa membantu...,1,2025-03-25 13:40:08,2.0.1
aplikasi gak jelas.. kita sudah coba download aplikasi baru malah suruh verikasi ulang..mohon kepada pihak yg membuat aplikasi jangan membuat orang makin bingunglah...,0,2025-03-25 13:37:59,2.0.1
"fitur layanan tidak lengkap,tidak bisa merubah status pekerjaan,kurang lengkap,terus tidak bisa upload foto di hp Oppo",0,2025-03-25 12:50:45,2.0.1
"ya ampun, udah nyoba beberapa kali dengan jaringan yang stabil pas jepret foto malah ga ke tangkep hasil nya lalu tombol tekan foto nya hilang... semoga cepat di perbaiki aplikasi nya...",0,2025-03-25 12:22:44,2.0.1
mantuull,1,2025-03-25 12:18:40,2.0.1
mau selfie tombolnya gak bisa di klik,0,2025-03-25 11:54:51,2.0.1
aplikasi payah,0,2025-03-25 11:21:04,2.0.1
Bagus dan bermanfaat,1,2025-03-25 11:08:33,
"aplikasi tidak bisa verifikasi wajah sudah saya coba berkali"" tetap saja",0,2025-03-25 10:14:34,
"aplikasi nya sudah di perbarui tapi ada fitur yang hilang, kartu vaksin dan kartu NPWP sudah gak ada di sini,lebih bagus aplikasi yang sebelum nya. budget di kurangi fitur juga di kurangi. kocak...",0,2025-03-25 10:12:05,2.0.1
"ini aplikasi gimana ya, mau dipake minta izin foto, tapi foto apa gak jelas banget. aplikasi yg gak jelas banget asli",0,2025-03-25 09:27:27,2.0.1
apk sampah tidak berfuksi dg baik,0,2025-03-25 08:50:18,
mantapp,1,2025-03-25 08:07:00,2.0.1
"APLIKASI AMPAS. Sudah pernah login tiba2 keluar, login ulang ga pernah bisa, loadiiiiiingggggg terooosssss....",0,2025-03-25 08:05:15,2.0.1
kok ga bisa,0,2025-03-25 06:50:06,1.2.2
tidak bisa digunakan. sekelas pemerintahan banyak bug!,0,2025-03-25 06:11:12,
RIBET,0,2025-03-25 05:56:54,2.0.1
aplikasi ini sangat berguna dan mempermudah layanan publik,1,2025-03-25 04:33:13,2.0.1
lebih efisien dan mudah digunakan Terima kasih banyak,1,2025-03-25 04:26:52,2.0.1
aplikasi buruk....masa habis update harus registrasi lagi. padahal waktu itu sudah bikin di kantor kelurahan dan lumayan lama juga ngantrinya...aplikasi yg seharusnya memudahkan malah menyusahkan masyarakat....,0,2025-03-25 04:26:18,2.0.1
server negara kok leletnya minta ampun,0,2025-03-25 01:20:00,2.0.1
Bagus,1,2025-03-24 23:50:52,1.2.2
"ga punya ktp fisik karna blangko habis sudah 1th, masuknke digital. sekarang ga bisa dibuka. kalau ga siap pakai teknologi, ga usah buka dulu..",0,2025-03-24 20:49:38,2.0.1
keblokir uy...🙄,1,2025-03-24 20:06:50,
